name,country,designation,polyID,point,Acanthixalus_spinosus,Afrixalus_dorsalis,Afrixalus_fulvovittatus,Afrixalus_laevis,Afrixalus_paradorsalis,Afrixalus_quadrivittatus,Afrixalus_vittiger,Afrixalus_weidholzi,Alexteroon_hypsiphonus,Amietophrynus_camerunensis,Amietophrynus_djohongensis,Amietophrynus_gracilipes,Amietophrynus_latifrons,Amietophrynus_maculatus,Amietophrynus_regularis,Amietophrynus_steindachneri,Amietophrynus_superciliaris,Amietophrynus_togoensis,Amietophrynus_tuberosus,Amietophrynus_xeros,Arthroleptis_adelphus,Arthroleptis_poecilonotus,Arthroleptis_sylvaticus,Arthroleptis_variabilis,Astylosternus_diadematus,Astylosternus_laurenti,Astylosternus_montanus,Astylosternus_occidentalis,Astylosternus_rheophilus,Aubria_occidentalis,Bufo_pentoni,Cardioglossa_gracilis,Cardioglossa_leucomystax,Cardioglossa_nigromaculata,Cardioglossa_pulchra,Chiromantis_rufescens,Chlorolius_koehleri,Conraua_alleni,Conraua_crassipes,Conraua_robusta,Geotrypetes_seraphini,Hemisus_guineensis,Hemisus_marmoratus,Herpele_squalostoma,Hildebrandtia_ornata,Hoplobatrachus_occipitalis,Hylarana_albolabris,Hylarana_amnicola,Hylarana_asperrima,Hylarana_galamensis,Hylarana_lepus,Hylarana_longipes,Hylarana_occidentalis,Hymenochirus_boettgeri,Hyperolius_balfouri,Hyperolius_baumanni,Hyperolius_bolifambae,Hyperolius_chlorosteus,Hyperolius_concolor,Hyperolius_fusciventris,Hyperolius_guttulatus,Hyperolius_igbettensis,Hyperolius_lamottei,Hyperolius_nasutus,Hyperolius_nitidulus,Hyperolius_ocellatus,Hyperolius_picturatus,Hyperolius_riggenbachi,Hyperolius_tuberculatus,Hyperolius_viridiflavus,Hyperolius_zonatus,Idiocranium_russeli,Kassina_arboricola,Kassina_cassinoides,Kassina_fusca,Kassina_maculosa,Kassina_schioetzi,Kassina_senegalensis,Leptodactylodon_bicolor,Leptodactylodon_ovatus,Leptodactylodon_perreti,Leptodactylodon_polyacanthus,Leptopelis_aubryi,Leptopelis_boulengeri,Leptopelis_brevirostris,Leptopelis_bufonides,Leptopelis_calcaratus,Leptopelis_macrotis,Leptopelis_millsoni,Leptopelis_modestus,Leptopelis_nordequatorialis,Leptopelis_notatus,Leptopelis_occidentalis,Leptopelis_omissus,Leptopelis_viridis,Nectophryne_afra,Nectophryne_batesii,Nyctibates_corrugatus,Opisthothylax_immaculatus,Petropedetes_natator,Petropedetes_newtoni,Petropedetes_parkeri,Phlyctimantis_boulengeri,Phrynobatrachus_africanus,Phrynobatrachus_alleni,Phrynobatrachus_auritus,Phrynobatrachus_batesii,Phrynobatrachus_calcaratus,Phrynobatrachus_cornutus,Phrynobatrachus_cricogaster,Phrynobatrachus_francisci,Phrynobatrachus_fraterculus,Phrynobatrachus_guineensis,Phrynobatrachus_gutturosus,Phrynobatrachus_hylaios,Phrynobatrachus_latifrons,Phrynobatrachus_liberiensis,Phrynobatrachus_natalensis,Phrynobatrachus_phyllophilus,Phrynobatrachus_plicatus,Phrynobatrachus_sandersoni,Phrynobatrachus_steindachneri,Phrynobatrachus_tokba,Phrynobatrachus_villiersi,Phrynobatrachus_werneri,Phrynomantis_microps,Ptychadena_aequiplicata,Ptychadena_bibroni,Ptychadena_longirostris,Ptychadena_oxyrhynchus,Ptychadena_pujoli,Ptychadena_pumilio,Ptychadena_schillukorum,Ptychadena_stenocephala,Ptychadena_straeleni,Ptychadena_superciliaris,Ptychadena_tellinii,Ptychadena_tournieri,Ptychadena_trinodis,Pyxicephalus_edulis,Scotobleps_gabonicus,Silurana_tropicalis,Tomopterna_cryptotis,Xenopus_fraseri,Xenopus_laevis,Xenopus_muelleri,WDPAID,iucn_cat
Paradji,GIN,Classified Forest,19,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,Inc,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,None,NC,NC,None,None,Dec,None,None,None,None,29358,Not Reported
Parc national d'Azagny,CIV,"Ramsar Site, Wetland of International Importance",234,polygon,None,NC,None,None,None,None,Inc,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,Dec,None,None,NC,None,None,None,None,NC,Dec,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,None,NC,NC,NC,NC,Inc,None,None,None,None,NC,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,NC,NC,NC,None,None,NC,None,None,None,NC,None,Inc,None,None,None,NC,None,None,None,None,145528,Not Applicable
Parc national de la Keran,TGO,"Ramsar Site, Wetland of International Importance",51,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Dec,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,Inc,None,NC,None,None,None,Dec,95397,Not Applicable
Pategi,NGA,Forest Reserve,831,polygon,None,None,None,None,None,Inc,NC,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,NC,None,Dec,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,Inc,None,None,NC,None,None,None,NC,36782,Not Reported
Pelundo,GNB,Faunal Reserve,13,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,342657,Not Reported
Pendjari,BEN,Hunting Zone,8,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Dec,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,NC,None,None,Inc,None,None,Dec,2253,VI
Penessoulou,BEN,Classified Forest,22,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,None,None,None,None,Inc,NC,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,Inc,None,None,None,NC,None,NC,None,None,Inc,None,None,None,NC,33010,Not Reported
Peni,BFA,Classified Forest,51,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,None,None,NC,None,None,None,Dec,28578,Not Reported
Pic de Fon,GIN,Classified Forest,88,polygon,None,NC,NC,None,None,None,NC,NC,None,None,None,None,None,NC,Inc,None,None,NC,None,None,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,Inc,None,NC,None,None,NC,NC,NC,None,None,NC,NC,None,None,Inc,None,None,None,None,None,None,None,NC,NC,NC,NC,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,NC,None,None,NC,None,None,Inc,NC,NC,Inc,None,NC,NC,NC,NC,None,None,None,NC,None,None,NC,NC,NC,NC,Inc,NC,Inc,None,None,None,NC,NC,Inc,None,None,None,NC,None,None,None,None,29465,Not Reported
Pic de Tibe,GIN,Classified Forest,89,polygon,None,NC,NC,None,None,None,NC,Inc,None,None,None,None,None,NC,Inc,None,None,NC,None,None,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,Inc,None,NC,None,None,NC,NC,NC,None,None,Inc,NC,None,None,Inc,None,None,None,None,None,None,None,NC,Inc,NC,NC,None,NC,None,Inc,None,NC,None,None,None,None,None,None,Inc,NC,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,Inc,None,None,None,None,NC,None,None,None,None,NC,None,None,NC,None,None,NC,NC,NC,Inc,None,Inc,NC,NC,NC,None,None,None,NC,None,None,NC,NC,Inc,NC,NC,NC,Inc,None,None,None,NC,NC,Inc,Inc,None,None,NC,None,None,None,None,29466,Not Reported
Pic Nahouri,BFA,Classified Forest,17,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,Dec,None,None,None,NC,None,NC,None,None,None,Inc,None,None,Dec,28535,Not Reported
Pinselli,GIN,Classified Forest,30,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,NC,None,NC,None,None,None,None,None,None,Inc,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Dec,NC,None,None,None,NC,None,NC,None,None,None,None,NC,None,None,NC,None,Dec,None,Dec,None,NC,Inc,None,None,NC,Inc,NC,NC,None,None,Dec,None,None,None,None,29378,Not Reported
Plaine des Elephants,CIV,Classified Forest,72,polygon,None,NC,None,None,None,None,NC,Inc,None,None,None,None,None,Dec,Dec,None,None,NC,None,None,None,Dec,None,Dec,None,None,None,None,None,NC,None,None,NC,None,None,NC,None,None,None,None,Inc,Dec,None,None,None,NC,Dec,None,None,NC,None,None,None,None,None,None,None,NC,NC,Dec,Dec,NC,None,None,NC,None,NC,None,None,None,None,None,NC,None,None,None,NC,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,NC,None,NC,None,None,NC,None,None,NC,None,None,NC,None,NC,NC,NC,None,NC,None,None,None,None,None,NC,NC,Dec,NC,NC,None,NC,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,None,300882,Not Reported
Pogi,GHA,Forest Reserve,213,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,None,None,None,None,None,None,Dec,26543,Not Reported
Polli,GHA,Forest Reserve,206,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,None,None,None,None,None,None,NC,26527,Not Reported
Pompo Headwaters,GHA,Forest Reserve,36,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,NC,NC,None,None,None,NC,None,Dec,None,None,None,None,None,Dec,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40688,Not Reported
Port Gautier,CIV,Classified Forest,122,polygon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300965,Not Reported
Pouniokele,CIV,Classified Forest,149,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,Inc,None,None,None,NC,None,NC,None,None,Dec,None,None,None,None,300731,Not Reported
Pra Anum,GHA,Forest Reserve,106,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,Inc,NC,None,None,None,NC,None,Dec,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40809,Not Reported
Pra Birim,GHA,Forest Reserve,107,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,Inc,NC,None,None,None,NC,None,Dec,None,None,None,None,None,Dec,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,None,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,Inc,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40810,Not Reported
Pra Suhyien Blk II,GHA,Forest Reserve,48,polygon,None,NC,None,None,None,None,Inc,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,NC,None,None,NC,None,None,None,None,NC,Dec,None,None,None,NC,NC,None,None,Inc,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,None,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,NC,NC,NC,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40739,Not Reported
Prakaw,GHA,Forest Reserve,160,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,Inc,NC,None,None,None,NC,None,Dec,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40869,Not Reported
Previously called Mafou Classified Forest,GIN,National Park,61,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,NC,None,Inc,NC,None,None,None,Dec,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,NC,None,None,None,None,None,None,None,None,Inc,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,NC,None,None,None,NC,None,NC,None,None,Dec,None,None,None,None,29421,Not Reported
Prison Fuel,NGA,Forest Reserve,678,polygon,None,None,None,None,None,Inc,NC,NC,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,NC,NC,None,Inc,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,NC,Inc,None,NC,None,None,None,Dec,36626,Not Reported
Pru Shelterbelt,GHA,Forest Reserve,254,polygon,None,NC,None,None,None,None,NC,NC,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,NC,None,NC,None,None,None,None,None,Inc,None,None,None,None,None,NC,None,None,None,None,None,NC,NC,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,None,NC,Inc,NC,NC,None,None,NC,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,Inc,None,None,NC,None,NC,None,NC,None,None,None,None,None,None,None,NC,Inc,NC,NC,Dec,None,NC,None,None,None,None,Inc,None,None,None,None,NC,None,None,None,Inc,40880,Not Reported
Pudu Hills,GHA,Forest Reserve,207,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,None,None,None,None,None,None,NC,26528,Not Reported
Puissa,NGA,Forest Reserve,627,polygon,None,None,None,None,None,None,Inc,Dec,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,Dec,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Inc,None,NC,None,Inc,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,NC,None,None,None,NC,None,NC,Inc,None,None,None,None,None,Dec,36572,Not Reported
Rabadi,NGA,Forest Reserve,483,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,Inc,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,NC,None,Inc,None,NC,NC,None,None,None,NC,None,Inc,Dec,None,NC,NC,None,NC,Dec,36421,Not Reported
Radda,NGA,Forest Reserve,365,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,Inc,None,NC,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,NC,None,None,None,NC,None,None,Dec,36293,Not Reported
Rade,NGA,Forest Reserve,382,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Inc,None,None,Inc,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,Inc,None,None,None,None,None,NC,None,None,None,NC,None,None,Inc,36310,Not Reported
